nombre,edad,correo,genero,provincia,ciudad,disponibilidad,lugar_comida,musica,mus_relajada,mus_rapida,salir,actividades,photo,latitud,longitud
Lamorris Casatorre,33,LamorrisCasatorre@micorreo.es,mujer,Teruel,Jabaloyas,find de semana,mañana,bar,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1420.jpg,40.240197,-1.4075138
Keandra Dondarza,77,KeandraDondarza@micorreo.es,hombre,A_coruna,Ribeira,estresemana,noche,disco,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1563.jpg,42.5805628,-9.013685
Koren Julius,87,KorenJulius@micorreo.es,mujer,Lugo,Pedrafita do cebreiro,estresemana,noche,bar,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1579.jpg,42.7266132,-7.0216754
Obie Sanz de vicuña,39,ObieSanz de vicuña@micorreo.es,hombre,Toledo,Madridejos,estresemana,mañana,bar,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1175.jpg,39.4697204,-3.5353737
Elwin Lescura,80,ElwinLescura@micorreo.es,mujer,Melilla,Melilla,find de semana,noche,bar,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/539.jpg,35.29291145,-2.950720236037561
Tarrence Quile,93,TarrenceQuile@micorreo.es,mujer,La_rioja,Gallinero de cameros,find de semana,tarde,disco,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/806.jpg,42.1722856,-2.6177606
Calixto Abilla,91,CalixtoAbilla@micorreo.es,hombre,Valladolid,Robladillo,estresemana,mañana,bar,montaña,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1992.jpg,41.6080465,-4.9101378
Bathsheba Boleto,51,BathshebaBoleto@micorreo.es,hombre,Sevilla,Gerena,estresemana,noche,disco,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1661.jpg,37.5293784,-6.1556433
Vahe Remesar,45,VaheRemesar@micorreo.es,hombre,Avila,Cantiveros,estresemana,mañana,disco,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/946.jpg,40.9525033,-4.9548456
Tionna Buchert,31,TionnaBuchert@micorreo.es,hombre,Teruel,"Vallecillo, el",find de semana,tarde,disco,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/709.jpg,26.6414838,-99.9428672
Millissa Mendez de andes,85,MillissaMendez de andes@micorreo.es,mujer,Sevilla,Tocina,estresemana,tarde,bar,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/810.jpg,37.6097702,-5.7354252
Cassie Mansell,44,CassieMansell@micorreo.es,hombre,Cordoba,Baena,estresemana,mañana,disco,playa,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/764.jpg,37.6173035,-4.324371
Nial Abras,29,NialAbras@micorreo.es,hombre,Asturias,Avilés,estresemana,tarde,disco,montaña,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/539.jpg,43.5554436,-5.9222466
Toneisha Simonelli,91,ToneishaSimonelli@micorreo.es,mujer,Palencia,Manquillos,estresemana,noche,bar,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/345.jpg,42.2042764,-4.5675522
Tavarus Kostiv,75,TavarusKostiv@micorreo.es,mujer,Santa_cruz_de_tenerife,Garachico,find de semana,noche,disco,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/925.jpg,28.373686,-16.7640491
Eria Penabella,46,EriaPenabella@micorreo.es,mujer,Badajoz,"Nava de santiago, la",estresemana,mañana,bar,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1467.jpg,38.9848251,-6.5514977
Keiandra Czapla,89,KeiandraCzapla@micorreo.es,mujer,Valencia,Rocafort,estresemana,noche,disco,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1534.jpg,39.5300573,-0.4109383
Levell Gregoris,82,LevellGregoris@micorreo.es,mujer,Cantabria,Guriezo,estresemana,noche,disco,playa,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1936.jpg,43.33683555,-3.324953504422364
Francheska Bassett,74,FrancheskaBassett@micorreo.es,mujer,Palencia,Castil de vela,find de semana,noche,disco,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1527.jpg,41.9837696,-4.9582139
Halena Gabellanes,53,HalenaGabellanes@micorreo.es,mujer,Navarra,Améscoa baja,estresemana,mañana,disco,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1360.jpg,42.76880975,-2.1287698367046195
Pierson Cetulio,67,PiersonCetulio@micorreo.es,hombre,Asturias,Avilés,find de semana,mañana,bar,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1767.jpg,43.5554436,-5.9222466
Brayden Gergova,32,BraydenGergova@micorreo.es,mujer,Tarragona,Blancafort,find de semana,tarde,bar,montaña,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/590.jpg,47.5332191,2.5294695
Weslee Namir,39,WesleeNamir@micorreo.es,mujer,Avila,Fresnedilla,find de semana,mañana,bar,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/441.jpg,40.2316621,-4.6213944
Kelsie Ysern,95,KelsieYsern@micorreo.es,mujer,Valencia,Canet d'en berenguer,find de semana,noche,disco,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/2015.jpg,39.6800217,-0.2211327
Richrd Arnella,55,RichrdArnella@micorreo.es,hombre,Valencia,Torrebaja,find de semana,tarde,disco,playa,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/524.jpg,40.0960725,-1.2567771
Otha Chillogalli,74,OthaChillogalli@micorreo.es,hombre,Melilla,Melilla,estresemana,noche,bar,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1655.jpg,35.29291145,-2.950720236037561
Marion Saenz de lafuente,70,MarionSaenz de lafuente@micorreo.es,mujer,Guadalajara,Torrecuadrada de molina,find de semana,noche,disco,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/962.jpg,40.7497637,-1.8066344
Montoya Behar,22,MontoyaBehar@micorreo.es,hombre,Huelva,Minas de riotinto,find de semana,tarde,bar,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/640.jpg,37.6934573,-6.5957844
Ayesha Brañes,53,AyeshaBrañes@micorreo.es,hombre,Huelva,Cartaya,find de semana,noche,bar,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1372.jpg,37.2829111,-7.1545752
Chaye Molar,33,ChayeMolar@micorreo.es,mujer,Barcelona,Sant celoni,estresemana,mañana,bar,playa,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1401.jpg,41.6895041,2.4914526
Patric Wilhelmi,54,PatricWilhelmi@micorreo.es,hombre,Lleida,Pinell de solsonès,find de semana,mañana,disco,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1402.jpg,41.9708511,1.3998691
Kaylynn Gavrylyuk,77,KaylynnGavrylyuk@micorreo.es,mujer,Jaen,Bélmez de la moraleda,estresemana,noche,bar,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/862.jpg,37.7231663,-3.3828986
Tavon Zakour,62,TavonZakour@micorreo.es,hombre,Murcia,Cartagena,find de semana,mañana,disco,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1611.jpg,37.6019353,-0.9841152
Gavino Scheele,92,GavinoScheele@micorreo.es,hombre,Palencia,"Pernía, la",estresemana,noche,bar,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1392.jpg,37.1056009,-4.9311978
Mendel Garcia courtoy,29,MendelGarcia courtoy@micorreo.es,hombre,Malaga,Pujerra,find de semana,mañana,disco,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/462.jpg,36.6128751,-5.1493344
Laryssa Mesa del castillo,40,LaryssaMesa del castillo@micorreo.es,mujer,Lleida,Fígols i alinyà,find de semana,tarde,disco,playa,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/660.jpg,42.206867450000004,1.3889095620732936
Michae Gambaro,62,MichaeGambaro@micorreo.es,hombre,La_rioja,Galbárruli,estresemana,noche,bar,playa,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/756.jpg,42.6222516,-2.9612927
Nisha Kaleva,92,NishaKaleva@micorreo.es,mujer,Girona,Llívia,estresemana,noche,bar,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1171.jpg,42.4640786,1.9804293
Tyneisha Dirlea,78,TyneishaDirlea@micorreo.es,hombre,Teruel,Alcorisa,estresemana,mañana,disco,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1682.jpg,40.8915823,-0.3822033
Husayn Krik,76,HusaynKrik@micorreo.es,mujer,Pontevedra,"Neves, as",find de semana,tarde,bar,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/992.jpg,43.5918465,-7.8305604
Lavera Hoban,40,LaveraHoban@micorreo.es,mujer,Valencia,Xàtiva,estresemana,noche,disco,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1460.jpg,38.9880745,-0.5199747
Teresha Sanz de siria,75,TereshaSanz de siria@micorreo.es,mujer,Palencia,Villalba de guardo,find de semana,tarde,bar,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/657.jpg,42.7217174,-4.8234443
Randle Plant,25,RandlePlant@micorreo.es,hombre,Alava,Navaridas,find de semana,mañana,disco,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/31.jpg,42.5456036,-2.6188525
Telicia Barnwell,75,TeliciaBarnwell@micorreo.es,mujer,Cadiz,Algar,estresemana,mañana,bar,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1269.jpg,36.6566286,-5.6564009
Errika Mansori,43,ErrikaMansori@micorreo.es,hombre,Sevilla,Marchena,estresemana,mañana,disco,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1982.jpg,37.3269051,-5.4161717
Oliver Palancares,25,OliverPalancares@micorreo.es,hombre,Murcia,San pedro del pinatar,find de semana,tarde,bar,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1715.jpg,37.8353328,-0.7916121
Breeze De alvarado,78,BreezeDe alvarado@micorreo.es,mujer,Soria,Borjabad,estresemana,noche,disco,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/600.jpg,41.5526414,-2.366286
Ransom Rachedi,85,RansomRachedi@micorreo.es,hombre,Cadiz,Cádiz,estresemana,tarde,bar,playa,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1433.jpg,36.5297438,-6.2928976
Arwen Nut,69,ArwenNut@micorreo.es,hombre,Asturias,Villaviciosa,find de semana,mañana,disco,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/229.jpg,43.4813318,-5.4334618
Janie Engelen,57,JanieEngelen@micorreo.es,hombre,Cordoba,Cabra,find de semana,mañana,bar,playa,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1680.jpg,37.4718153,-4.4335616
Searra Brujo,52,SearraBrujo@micorreo.es,mujer,Melilla,Melilla,find de semana,tarde,disco,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1248.jpg,35.29291145,-2.950720236037561
Janiqua Khattou,73,JaniquaKhattou@micorreo.es,mujer,Cadiz,Rota,estresemana,noche,disco,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1974.jpg,36.6228636,-6.3599595
Kayela Grygorchuk,24,KayelaGrygorchuk@micorreo.es,mujer,Alava,Salvatierra/agurain,estresemana,tarde,bar,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1673.jpg,42.8463131,-2.3888912
Ibraheem Viñal,73,IbraheemViñal@micorreo.es,mujer,Murcia,Totana,find de semana,mañana,bar,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/994.jpg,37.7710766,-1.4990353
Chiketa Hamama,57,ChiketaHamama@micorreo.es,mujer,Asturias,Laviana,find de semana,tarde,disco,montaña,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/568.jpg,43.23204335,-5.547717886512423
Deryl Erimia,60,DerylErimia@micorreo.es,mujer,Almeria,Cóbdar,find de semana,tarde,bar,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1290.jpg,37.2615745,-2.2100178
Dawana Arnesen,47,DawanaArnesen@micorreo.es,hombre,Girona,Quart,estresemana,tarde,disco,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/468.jpg,45.7409575,7.4143619
Azusena Gutierrez crespo,56,AzusenaGutierrez crespo@micorreo.es,mujer,Almeria,Fines,estresemana,noche,disco,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1933.jpg,37.360002,-2.2632918
Antonietta Naheed,23,AntoniettaNaheed@micorreo.es,hombre,La_rioja,Ocón,estresemana,mañana,bar,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/537.jpg,42.297767,-2.2444566
Fitzroy Comalrena de sobregrau,34,FitzroyComalrena de sobregrau@micorreo.es,mujer,Islas_baleares,Santanyí,estresemana,tarde,bar,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1224.jpg,39.3543115,3.1294799
Salah Cojuhari,69,SalahCojuhari@micorreo.es,hombre,La_rioja,Canillas de río tuerto,find de semana,noche,disco,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1312.jpg,42.3994057,-2.8412029
Kenon Meki,20,KenonMeki@micorreo.es,mujer,Lugo,Láncara,estresemana,noche,bar,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/33.jpg,42.8503989,-7.385576716352354
Tamara Marusca,26,TamaraMarusca@micorreo.es,mujer,Soria,Villaciervos,estresemana,noche,bar,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/258.jpg,41.7623727,-2.6271019
Nikkita Ditoiu,94,NikkitaDitoiu@micorreo.es,mujer,Vizcaya,Lekeitio,find de semana,mañana,disco,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1587.jpg,43.3637081,-2.5059965
Jimy Camañ,58,JimyCamañ@micorreo.es,mujer,Albacete,Cenizate,estresemana,noche,disco,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1344.jpg,39.3036546,-1.6613917
Nakecia Boixareu,89,NakeciaBoixareu@micorreo.es,mujer,Tarragona,Ulldecona,find de semana,tarde,disco,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1588.jpg,40.5967567,0.4475376
Darl Berjillo,50,DarlBerjillo@micorreo.es,hombre,Lugo,Xove,find de semana,tarde,disco,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1490.jpg,43.6851765,-7.5115144
Makeda Sugranyes,99,MakedaSugranyes@micorreo.es,hombre,Burgos,Madrigal del monte,find de semana,mañana,disco,playa,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/436.jpg,42.1446198,-3.675334
Alford Olanda,75,AlfordOlanda@micorreo.es,mujer,Islas_baleares,Lloret de vistalegre,find de semana,noche,bar,playa,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1230.jpg,39.61793,2.9751725
Johnika Bazon,82,JohnikaBazon@micorreo.es,mujer,Caceres,Aldea del cano,estresemana,tarde,bar,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/727.jpg,39.2877875,-6.3189052
Betzaida Van den hoek,26,BetzaidaVan den hoek@micorreo.es,hombre,La_rioja,Villaverde de rioja,find de semana,tarde,bar,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1708.jpg,42.3214131,-2.8104437
Shonetta Habchi,98,ShonettaHabchi@micorreo.es,hombre,Huesca,Torres de barbués,estresemana,noche,bar,montaña,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1941.jpg,41.9603527,-0.4318479
Charonda Chukwuemeka,98,CharondaChukwuemeka@micorreo.es,mujer,Jaen,Frailes,estresemana,mañana,bar,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1303.jpg,37.4873237,-3.8370179
Jennett Brital,35,JennettBrital@micorreo.es,mujer,Asturias,Quirós,find de semana,noche,disco,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/355.jpg,43.1519817,-5.9724397974829895
Carman Vasiloiu,65,CarmanVasiloiu@micorreo.es,mujer,Pontevedra,Caldas de reis,find de semana,mañana,bar,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/173.jpg,42.6041056,-8.6421712
Xochilt Fakiri,29,XochiltFakiri@micorreo.es,mujer,Pontevedra,Crecente,find de semana,mañana,bar,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/552.jpg,42.1516954,-8.2239168
Daine Lafau,23,DaineLafau@micorreo.es,mujer,Avila,Muñopepe,estresemana,noche,bar,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/733.jpg,40.6346464,-4.8187637
Darci Talanco,64,DarciTalanco@micorreo.es,hombre,Alava,Laudio/llodio,estresemana,mañana,bar,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1095.jpg,43.1417601,-2.9622358
Silviano Akhnikh,83,SilvianoAkhnikh@micorreo.es,mujer,Palencia,Husillos,estresemana,tarde,bar,playa,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/286.jpg,42.0904554,-4.526506
Dani Guereño,46,DaniGuereño@micorreo.es,mujer,Lugo,"Nogais, as",estresemana,tarde,bar,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1549.jpg,42.8120747,-7.1058695
Wai Achhoud,45,WaiAchhoud@micorreo.es,hombre,Badajoz,Corte de peleas,estresemana,noche,disco,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/707.jpg,38.7253775,-6.6710101
Jacqualyn El hayyani,35,JacqualynEl hayyani@micorreo.es,mujer,La_rioja,Arenzana de abajo,estresemana,noche,bar,montaña,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/671.jpg,42.3865969,-2.7188924
Taft Egler,18,TaftEgler@micorreo.es,mujer,Girona,Llagostera,find de semana,mañana,bar,montaña,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1041.jpg,41.8289064,2.8920386
Mindie Nivicela,54,MindieNivicela@micorreo.es,hombre,Sevilla,Pedrera,find de semana,mañana,disco,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/590.jpg,37.2254137,-4.894143
Sabria Havrylyuk,57,SabriaHavrylyuk@micorreo.es,mujer,Malaga,Alhaurín de la torre,find de semana,tarde,disco,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/921.jpg,36.6627542,-4.562753
Shala Chetwani,73,ShalaChetwani@micorreo.es,hombre,Castellon,Pina de montalgrao,estresemana,noche,bar,montaña,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/554.jpg,40.0209763,-0.6549547
Zedrick Bedman,93,ZedrickBedman@micorreo.es,hombre,Ciudad_real,Fuencaliente,estresemana,noche,disco,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1965.jpg,38.405028,-4.3049563
