nombre,edad,genero,provincia,ciudad,pizza,lugar_comida,musica,mus_relajada,mus_rapida,salir,actividades,photo,latitud,longitud
Carmin Waldron,19,hombre,Sevilla,Gerena,estresemana,noche,disco,playa,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1188.jpg,37.5293784,-6.1556433
Sheetal Dulsat,83,otro,Guipuzcoa,Elduain,estresemana,mañana,bar,montaña,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/574.jpg,43.1406884,-2.0006998
Lamaar Perez carral,44,mujer,Burgos,Cubillo del campo,find de semana,tarde,disco,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/584.jpg,42.1684304,-3.6105135
Brewster Ahankour,89,hombre,Cuenca,Abia de la obispalía,estresemana,tarde,bar,playa,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/906.jpg,40.0186019,-2.394852
Trent Gortz,37,otro,Valladolid,Berrueces,find de semana,mañana,disco,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1441.jpg,41.945506,-5.0975153
Brigida Callow,93,hombre,Navarra,Ucar,estresemana,noche,bar,playa,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/356.jpg,40.43164915,47.734666561405945
Titus Menchacatorre,51,hombre,Girona,Mieres,find de semana,noche,bar,playa,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1906.jpg,43.2488161,-5.7722468
Kiala Picoita,57,hombre,Jaen,Huesa,estresemana,noche,bar,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1062.jpg,37.7642666,-3.0773233
Lakela Nikov,44,mujer,Soria,Castilfrío de la sierra,estresemana,mañana,disco,playa,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1433.jpg,41.9196676,-2.3052527
Tabia Marcelli,69,hombre,Las_palmas,Puerto del rosario,find de semana,noche,disco,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1038.jpg,28.4993424,-13.8599051
Christorpher Raigosa,78,mujer,Leon,Toral de los guzmanes,estresemana,tarde,bar,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/924.jpg,42.2428548,-5.5671476
Jose Sofron,30,hombre,Girona,Sant aniol de finestres,estresemana,noche,disco,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1262.jpg,42.06944315,2.6084554280821344
Janis Spittle,40,otro,Huelva,Isla cristina,estresemana,tarde,disco,playa,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/368.jpg,37.2036925,-7.3238913
Marita Sakalauskas,24,hombre,Madrid,"Serna del monte, la",find de semana,tarde,disco,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1526.jpg,41.0597505,-3.6239133
Itzia Bouille,45,mujer,Guadalajara,Saelices de la sal,find de semana,mañana,bar,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1279.jpg,40.9065113,-2.3238122
Raegan Vatra,49,otro,Barcelona,Font-rubí,estresemana,noche,disco,montaña,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/496.jpg,41.4365689,1.5878667
Shantya Lopez de ahumada,25,mujer,Toledo,Yeles,estresemana,tarde,bar,montaña,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/201.jpg,40.1197677,-3.8042363
Shahanna Pilacuan,78,otro,Alava,Arraia-maeztu,estresemana,tarde,disco,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1190.jpg,42.740263299999995,-2.4475475392061172
Tameisha Aluas,52,hombre,Jaen,Pegalajar,find de semana,noche,bar,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/740.jpg,37.7400607,-3.6450264
Ramonda El edrisi,84,mujer,Cadiz,Chiclana de la frontera,find de semana,mañana,bar,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/82.jpg,36.4191096,-6.1460683
Anabel Lumpie,48,otro,Lleida,"Coma i la pedra, la",estresemana,mañana,bar,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/748.jpg,42.165047,1.5963687
Dashell Lopez sors,72,hombre,Sevilla,Umbrete,estresemana,tarde,disco,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1274.jpg,37.368665,-6.1573611
Coral Eek,99,otro,Islas_baleares,Lloseta,find de semana,noche,disco,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/383.jpg,39.7182833,2.8665761
Suzana Escotto,81,mujer,Ourense,Monterrei,estresemana,noche,disco,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/877.jpg,25.6802019,-100.315258
Misa Izzo,55,mujer,Salamanca,Navacarros,find de semana,noche,bar,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/932.jpg,40.3979551,-5.7143348
Amelie Childs,69,mujer,Huelva,Trigueros,estresemana,tarde,bar,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/552.jpg,37.3830829,-6.834095
Lizeth Chaltout,31,mujer,Tarragona,"Lloar, el",estresemana,noche,bar,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1478.jpg,41.1919318,0.7399303
Edel Vallicrosa,36,otro,A_coruna,Camariñas,find de semana,noche,disco,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/4.jpg,43.1297203,-9.1851613
Nyree Burnside,78,otro,Badajoz,Arroyo de san serván,estresemana,noche,disco,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1719.jpg,38.8548255,-6.4545275
Amando Garcia ligero,95,hombre,Caceres,Plasenzuela,find de semana,noche,disco,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/735.jpg,39.3810247,-6.0469372
Lakin Dreher,47,otro,Valencia,Torrent,find de semana,mañana,disco,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1722.jpg,39.436668,-0.4656213
Laquasha Stender,77,hombre,Almeria,Vélez-rubio,find de semana,mañana,bar,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1580.jpg,37.6482765,-2.0745368
Darielle Nieto de tena,41,hombre,Alava,Zambrana,find de semana,noche,bar,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1481.jpg,42.6611191,-2.8793698
Aline Kaid,97,mujer,Huelva,Trigueros,estresemana,noche,disco,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1814.jpg,37.3830829,-6.834095
Jennah Strickland,33,otro,Avila,Sotalbo,find de semana,tarde,disco,montaña,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1089.jpg,40.5417959,-4.8485522
Shenise Vanni,30,hombre,Segovia,Gomezserracín,estresemana,noche,disco,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1594.jpg,41.2888663,-4.3263743
Shalice Same,67,otro,Melilla,Melilla,estresemana,tarde,disco,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/865.jpg,35.29291145,-2.950720236037561
Ace Lopez quiroga,70,otro,Albacete,Navas de jorquera,estresemana,noche,disco,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1576.jpg,39.2799099,-1.7184266
Garett Siracusa,86,hombre,Cordoba,Hornachuelos,find de semana,noche,disco,playa,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/600.jpg,37.8341341,-5.2490384
Camella Jorges,88,mujer,Lugo,Lourenzá,find de semana,tarde,bar,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/425.jpg,43.459566,-7.285051198953225
Connan Ribaudi,50,mujer,Huesca,Benasque,estresemana,mañana,disco,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1281.jpg,42.6052663,0.5237318
Amadeo Lallena,32,otro,Cantabria,Medio cudeyo,estresemana,mañana,disco,montaña,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1116.jpg,43.380690200000004,-3.7624661487619235
Kent Harmouch,91,otro,Alicante,Calp,find de semana,tarde,bar,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/458.jpg,38.6443252,0.046012
Syliva Martine,78,hombre,Girona,Ripoll,find de semana,mañana,bar,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/826.jpg,42.1982391,2.1932496
Rahshawn Bolois,52,mujer,Malaga,Álora,find de semana,noche,disco,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/742.jpg,36.8238814,-4.7063011
Chanh Bocica,55,mujer,A_coruna,Camariñas,estresemana,mañana,bar,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1166.jpg,43.1297203,-9.1851613
Kennethia Amayas,42,hombre,Sevilla,Castilblanco de los arroyos,estresemana,tarde,disco,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1263.jpg,37.6750431,-5.9889206
Curits El attaouy,48,hombre,Guadalajara,Mantiel,find de semana,tarde,disco,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1929.jpg,40.6190695,-2.6618429
Kashawna Laissaoui,55,mujer,Melilla,Melilla,find de semana,tarde,bar,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/560.jpg,35.29291145,-2.950720236037561
Rayce Haouriqui,75,otro,Jaen,Navas de san juan,estresemana,tarde,disco,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/112.jpg,38.1835107,-3.3136785
Kassy Atia,35,hombre,Huelva,Moguer,estresemana,mañana,bar,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/256.jpg,37.2746182,-6.8373527
Gianina Aguililla,96,otro,Ourense,Castro caldelas,find de semana,noche,disco,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/640.jpg,42.3747733,-7.4151729
Albert Tokarz,56,mujer,Burgos,Galbarros,estresemana,mañana,bar,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1618.jpg,42.5279739,-3.4382172
Edythe Olartecoechea,92,otro,La_rioja,Hervías,find de semana,noche,disco,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/557.jpg,42.4479948,-2.8877928
Chais Alibouche,34,mujer,Sevilla,Martín de la jara,find de semana,tarde,disco,playa,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1024.jpg,37.1078449,-4.963621
Dominie Tartaglia,44,otro,Murcia,Aledo,find de semana,noche,bar,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/775.jpg,32.69900905,-97.60396629774493
Roman Rostra,96,hombre,Vizcaya,Arratzu,find de semana,tarde,bar,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/133.jpg,43.3189596,-2.6452172
Tee Binks,29,hombre,Albacete,Pozuelo,estresemana,noche,disco,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1428.jpg,38.8093497,-2.101456
Karenann Bute,42,mujer,Ciudad_real,Fuenllana,find de semana,tarde,bar,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1988.jpg,38.7559532,-2.9583867
Chayse Eide,44,hombre,Guipuzcoa,Orio,find de semana,tarde,bar,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/12.jpg,43.2760488,-2.127262
Nyoka Djuric,20,hombre,Ceuta,Ceuta,find de semana,tarde,bar,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1470.jpg,35.89442195,-5.355817352394269
Prentice Sandri,77,hombre,Asturias,San martín de oscos,estresemana,mañana,bar,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1924.jpg,43.2654419,-6.9617224
Latoyer Karpa,24,mujer,Malaga,Álora,find de semana,tarde,disco,playa,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1064.jpg,36.8238814,-4.7063011
Lasheena Tenecela,49,otro,Vizcaya,Atxondo,estresemana,tarde,disco,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/132.jpg,43.1302284,-2.5856042
Hilton Vidueiros,46,mujer,Alava,Iruña oka/iruña de oca,estresemana,mañana,disco,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/444.jpg,42.824644199999994,-2.820600570208913
Maryelizabeth Ashford,24,otro,Asturias,Caso,estresemana,mañana,disco,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1396.jpg,43.17770505,-5.334733448586882
Latavia Conches,24,hombre,Tarragona,Bràfim,find de semana,noche,bar,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/737.jpg,41.2687867,1.341243
Garen Motfolea,86,otro,Ourense,Maside,estresemana,mañana,disco,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/159.jpg,42.4121455,-8.0261462
Cherie Pamplo,89,otro,Ciudad_real,Caracuel de calatrava,estresemana,noche,bar,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1485.jpg,38.8452505,-4.0633818
Jazmon Jasans,90,hombre,Ceuta,Ceuta,estresemana,mañana,bar,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1616.jpg,35.89442195,-5.355817352394269
Damion Abiol,75,otro,Toledo,Cazalegas,estresemana,tarde,bar,playa,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1817.jpg,40.0099432,-4.6772621
Henson Muriente,69,mujer,Ceuta,Ceuta,find de semana,noche,disco,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1018.jpg,35.89442195,-5.355817352394269
Saroya Mayllazhungo,80,mujer,Segovia,Duruelo,find de semana,tarde,bar,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1730.jpg,41.2359633,-3.6481057
Meldoy Deacu,64,otro,Ciudad_real,Almadenejos,find de semana,tarde,disco,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/313.jpg,38.7378377,-4.7102688
Xavia Viza,70,mujer,Santa_cruz_de_tenerife,Puntagorda,find de semana,tarde,disco,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1705.jpg,28.7655011,-17.9797433
Ona Hainsworth,21,hombre,Navarra,Bidaurreta,find de semana,tarde,bar,playa,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/953.jpg,42.7753457,-1.8350395
Shannan Chandi,91,otro,Pontevedra,Gondomar,find de semana,noche,disco,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/934.jpg,41.1398199,-8.5326269
Nikesha Peykov,46,otro,Valencia,Chella,estresemana,tarde,disco,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1291.jpg,39.0419132,-0.6590644
Sherif Khitri,60,hombre,Valladolid,Bustillo de chaves,estresemana,noche,bar,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/297.jpg,42.1304506,-5.0910466
Torie Benfares,32,otro,Ourense,Toén,find de semana,mañana,bar,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/500.jpg,42.3156259,-7.9538936
Deontray Kachout,32,hombre,Guadalajara,Muduex,estresemana,mañana,disco,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1746.jpg,40.8302213,-2.9587032
Maximino D'antonio,76,mujer,Valencia,Montserrat,estresemana,mañana,bar,playa,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/228.jpg,16.7417041,-62.1916844
Kristain Bapori,71,mujer,Girona,Roses,estresemana,tarde,bar,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1404.jpg,42.2632018,3.1755328
Mayla Forrester,85,hombre,A_coruna,Negreira,find de semana,noche,disco,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1587.jpg,42.9109711,-8.7349564
Tamela Aubin,69,otro,Santa_cruz_de_tenerife,Valle gran rey,estresemana,tarde,disco,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/544.jpg,28.0942554,-17.3358971
Charika Traila,64,hombre,Toledo,Madridejos,find de semana,noche,bar,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1819.jpg,39.4697204,-3.5353737
Vika Azeroual,34,hombre,Cantabria,Torrelavega,find de semana,tarde,bar,playa,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1667.jpg,43.3487303,-4.0515082
Jua Meni,75,otro,Asturias,Tineo,find de semana,noche,disco,playa,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1770.jpg,43.309275299999996,-6.491952249131376
Noell Eckhardt,60,mujer,Salamanca,Valdecarros,find de semana,mañana,disco,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/990.jpg,40.7693875,-5.422323
Heena Moghli,18,hombre,La_rioja,Arrúbal,estresemana,noche,bar,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1335.jpg,42.4354749,-2.2521162
Jerramie Alonso lamberti,90,hombre,Burgos,Cascajares de bureba,find de semana,noche,bar,playa,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/846.jpg,42.6794782,-3.2378381
Aundrea Caldwell,31,mujer,Palencia,Meneses de campos,find de semana,mañana,bar,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1163.jpg,41.9413966,-4.9190728
Darchelle Untiveros,81,mujer,Pontevedra,Silleda,find de semana,noche,bar,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1255.jpg,42.697981,-8.2466373
Ashey Romain,51,hombre,Segovia,Pradales,find de semana,mañana,bar,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/685.jpg,41.4417257,-3.6734929
Mega Filipiak,24,otro,Santa_cruz_de_tenerife,Valverde,find de semana,tarde,disco,playa,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/327.jpg,19.5820464,-71.0461119
Yitzchok El hiani,54,mujer,Las_palmas,Yaiza,find de semana,mañana,bar,montaña,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/247.jpg,28.9528697,-13.7642134
Brena Matusoiu,69,hombre,Huesca,Ayerbe,estresemana,mañana,bar,montaña,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/58.jpg,42.2764391,-0.6892389
